_id,company_name,company_city,company_scale,company_business,company_introduce
ObjectId(5cc57fe27e4db59a7044d9b5),北京互联企信信息技术有限公司,西安,2000人以上,其他,"公司简介：法国Teleperformance作为全球第一CRM外包服务供应商，为了更进一步推动全球拓展策略，更好的服务于全球客户，现在北京设立了外包客服中心—Teleperformance China（北京互联企信信息技术有限公司）并首期成功建成可扩充坐席500个（后期可扩充至2000个）；依靠Teleperformance集团为强大的后盾，采用全球统一的服务标准和运营考核指标，Teleperformance China将继续竭力为我们的客户提供专业、系统的呼叫中心培训、呼出、呼入业务，致力于协助客户实现最大的商业价值。
Teleperformance成立于1978年，总部设在法国巴黎，并在欧洲上市（欧洲证券交易所股票代码：5180）目前的坐席数量位居世界第一（坐席数量超过46000个，员工总数超过60000人）；其业务遍及全球41个国家和地区；全球客户超过1000家，拥有268个客户联络中心并可提供51种语言及方言服务；每年客户联络超过10亿次。Teleperformance曾获得过邓白氏在6275个竞争对手中评选颁发的5A1级最高荣誉。领先的CRM呼叫中心经验；全球性的业务分布；灵活的解决方案和合作模式；合理的成本控制；统一的运营标准文化；良好的财务状况及资深的行业专家和管理团队是Teleperformance成功的基础。
28年来Teleperformance已深入全球电信、金融、保险、电子商务、媒体、IT、能源设施、交通旅游、制造、物流、制药等行业，并成功为大型跨国公司如：Sprint、France、Telecom、Verizon、AIG、Aegon、Microsoft、Dell、Motorola、Citigroup等提供以CRM为核心的服务体系，服务类型包括：客户挖掘、客户关怀、客户增值、技术支持、债务追讨和市场调研；其中90%的客户和我们有2--15年的合作基础。
Teleperformance在中国以外的41个国家和地区正在为很多跨国集团提供着服务；在此我们很真诚的希望与许多客户的合作在中国可以延续，并且借助中国强大的市场资源和Teleperformance集团丰富的运营经验，Teleperformance China将继续为在中国的全球客户提供专业的服务。
更多详情请浏览公司主页www.teleperformance.com"
ObjectId(5cc57fe3850cb22b8a2612f9),北京瑞达恒西安分公司,西安,500-2000人,"分类信息,企业服务",瑞达恒建筑咨询公司（RCC China Ltd.）在北京、上海、广州、天津、重庆、武汉、杭州、南京、西安和呼和浩特、成都等十一个城市设有公司，是中国工程信息行业内在信息搜集网点、信息量和信息准确 性均保持领先地位的专业咨询公司。
ObjectId(5cc57fe6c1bb45b4f15cc62a),星垂智能,西安,15-50人,"移动互联网,人工智能","星垂智能 ZENO 是一家总部在西安的科技创业公司，由连续创业者们创立，创始人们曾在美国，阿联酋等地工作和创业。目前 ZENO 处于隐藏模式中，已经获得来自阿联酋，加拿大和新加坡的客户。公司位于西安，并在迪拜设有分公司。 公司提供完善的福利制度和行业内 Top 5% 的薪资。

我们期望新同事拥有良好的英文沟通能力，对新技术的敏锐性和对新鲜事物的好奇心。"
ObjectId(5cc57fe7c1bb45b4f15cc62b),新华保险,西安,2000人以上,金融,"新华人寿保险股份有限公司，简称“新华保险”，成立于1996年9月，总部位于北京市，是一家大型寿险企业。2011年，新华保险在香港联合交易所和上海证券交易所同步上市，A股代码为601336，H股代码为1336。新华保险2013年实现保险业务收入人民币1036.4亿元，公司总资产规模达到5658.49亿元，实现保费收入正增长，继续保持国内寿险行业三甲地位。2014年公司实现保险业务收入人民币1098.68亿元，公司总资产规模达到6437.09亿元，实现保费收入正增长，继续保持行业三甲地位，并在2014年首次入围福布斯世界500强企业。[1] 2016年8月，新华保险在""2016中国企业500强""中排名第102位。2016年新华保险斩获 “最佳技术保险公司奖”"
ObjectId(5cc57fe8496ef7c995b24bdf),知韬科技,西安,少于15人,"移动互联网,社交网络",西安知者得韬网络科技有限公司成立于 2017 年，目前正在紧锣密鼓开发面向行业内垂直 LBS 社交产品。我们是一个专业、热情的创业团队，希望您也同样专注、追求极致。我们始终认为有效率的工作最重要，因此我们坚持朝九晚五、周末双休。我们的公司在西安国际港务区，这地方偏了？没问题，早晚班车接送绝对让您省心省力。
ObjectId(5cc57fe9496ef7c995b24be0),知韬科技,西安,少于15人,"移动互联网,社交网络",西安知者得韬网络科技有限公司成立于 2017 年，目前正在紧锣密鼓开发面向行业内垂直 LBS 社交产品。我们是一个专业、热情的创业团队，希望您也同样专注、追求极致。我们始终认为有效率的工作最重要，因此我们坚持朝九晚五、周末双休。我们的公司在西安国际港务区，这地方偏了？没问题，早晚班车接送绝对让您省心省力。
ObjectId(5cc57fea496ef7c995b24be1),新华保险,西安,2000人以上,金融,"新华人寿保险股份有限公司，简称“新华保险”，成立于1996年9月，总部位于北京市，是一家大型寿险企业。2011年，新华保险在香港联合交易所和上海证券交易所同步上市，A股代码为601336，H股代码为1336。新华保险2013年实现保险业务收入人民币1036.4亿元，公司总资产规模达到5658.49亿元，实现保费收入正增长，继续保持国内寿险行业三甲地位。2014年公司实现保险业务收入人民币1098.68亿元，公司总资产规模达到6437.09亿元，实现保费收入正增长，继续保持行业三甲地位，并在2014年首次入围福布斯世界500强企业。[1] 2016年8月，新华保险在""2016中国企业500强""中排名第102位。2016年新华保险斩获 “最佳技术保险公司奖”"
ObjectId(5cc57feb496ef7c995b24be2),思尔生物,西安,50-150人,"医疗健康,数据服务","陕西思尔生物科技有限公司成立于2012年，是一家以医疗、保健为核心主体的高新技术企业，主要致力于可穿戴医疗设备、医药、电子产品的研发。
公司始终坚持“至尚服务、精确标准、传播理念、尊享健康”的研发原则，遵循“多元经营、策略联盟、集体智慧、共同发展”的战略方针，与周边多所重点大学、企业和科研机构建立紧密合作关系，为公司科研技术，综合发展提供强有力的保障。"
ObjectId(5cc57fec496ef7c995b24be3),Wisdom Garden,西安,50-150人,教育,"Wisdom Garden Holdings Limited是一家专注于教育行业咨询及信息化服务的公司，公司面向学校和培训机构提供包含业务咨询和软硬件在内的一体化解决方案，下设台北子公司（台湾智园有限公司）及西安子公司（西安智园软件开发管理有限公司）。

 我们的团队有从事教育行业信息化超过10年的业务专家，也有国际顶级学府教育科技专业背景的咨询师，以及具有丰富的敏捷软件开发经验的研发团队。我们致力于结合领先科技和不断创新的先进教育理念，通过优秀的产品帮助客户提供更优质的一站式服务。

 我们的客户遍布澳门、台湾、大陆，服务的客户包含高等教育、职业教育、线上教育、中小学教育，我们为客户提供具有前瞻性的战略咨询及架构设计，帮助客户进行校舍电路设计及教学硬件配套供应；协助客户梳理并优化现有组织体系的工作流程，通过流程更新和软件管理提高组织的运转效率；同时我们提供先进的在线教育平台及云服务，帮助整合学校教育资源。"
ObjectId(5cc57fed0024d5f73abd9864),魔之方科技,西安,15-50人,"移动互联网,教育",西安魔之方网络科技有限公司是一家专注于互联网技术研发的高新技术企业。我们追求用户极致体验，主营业务涉及：APP研发、小程序开发、 系统软件研发、各种商城定制开发、互联网课程营销、互联网营销策划、新媒体运营、行业内培训授课等。公司拥有专业完善的技术研发和运营团队，为客户提供新媒体平台搭建、运营和技术支持，帮助企业实现客户管理、用户消费、客户大数据和用户社交的信息一体化服务，同时公司也是腾讯QQ智慧校园的技术服务商，我们希望通过科技推动企业发展，通过网络改变商业模式，让我们一起助力中国传统行业起飞。
ObjectId(5cc57fed0024d5f73abd9865),舞梦依然摄影,西安,15-50人,文化娱乐,西安舞梦依然摄影工作室是一家专门提供内外景平面拍摄，包括婚纱摄影，个性写真的专业摄影工作室。拥有强大的摄影工作团队，是由有活力、时尚的年轻摄影师组成。专注于为您打造浪漫、温馨、时尚、个性、韩式、欧式、复古、新锐等风格的时尚大片，为你留下您美好记忆典藏！ 风格色调主要以清新，靓丽，温和等真实色调为主，倾力打造自然之美，为客户提供满意的服务。
ObjectId(5cc57fee0024d5f73abd9866),西安多麦电商,西安,50-150人,电子商务,"西安多麦软件科技有限公司简称多麦电商，成立于2015年，公司注册资金1000万，专注于淘宝、天猫及全网品牌的代运营以及营销推广的第三方服务商公司，致力于提供无线SEO自然搜索、无线店铺运营、直通车推广、钻展推广、视觉设计、电商培训等服务，为淘宝卖家保驾护航。
多麦电商作为全国首批研发无线运营的服务商。公司致力于提供无线SEO自然搜索、无线店铺运营、直通车优化、钻展优化等服务，依托专业的数据分析和5年运营经验的精英团队，专注于企业品牌与电子商务运营相结合的整体战略服务，竭力为客户提供具备真正有价值的电子商务外包整体解决方案。为品牌企业从传统的运营方式建立电子商务的营销模式，推广企业品牌，提高品牌知名度，提升品牌价值。企业愿景是将多麦打造成为西北最有价值的电商服务品牌！
多麦电商本着一切让电商更简单的宗旨，专心、专注、专业为客户服务的理念，以客户的认可和长期合作为荣誉。"
ObjectId(5cc57fee0024d5f73abd9867),知韬科技,西安,少于15人,"移动互联网,社交网络",西安知者得韬网络科技有限公司成立于 2017 年，目前正在紧锣密鼓开发面向行业内垂直 LBS 社交产品。我们是一个专业、热情的创业团队，希望您也同样专注、追求极致。我们始终认为有效率的工作最重要，因此我们坚持朝九晚五、周末双休。我们的公司在西安国际港务区，这地方偏了？没问题，早晚班车接送绝对让您省心省力。
ObjectId(5cc57fee37c65a790ff9af77),思尔生物,西安,50-150人,"医疗健康,数据服务","陕西思尔生物科技有限公司成立于2012年，是一家以医疗、保健为核心主体的高新技术企业，主要致力于可穿戴医疗设备、医药、电子产品的研发。
公司始终坚持“至尚服务、精确标准、传播理念、尊享健康”的研发原则，遵循“多元经营、策略联盟、集体智慧、共同发展”的战略方针，与周边多所重点大学、企业和科研机构建立紧密合作关系，为公司科研技术，综合发展提供强有力的保障。"
ObjectId(5cc57ff00024d5f73abd9868),博智营销,西安,15-50人,"移动互联网,广告营销","西安博智营销是一家提供移动互联网及数字媒体领域全服务的企业营销策划有限公司。公司在移动互联网领域的业务发展上不断壮大，已经与太奥广场、群贤道九号、东方米兰国际城、仁和地产及中国联通、陕西广电等众多知名客户多次合作。我们通过对策略、创意、移动技术开发和行业发展的深度洞察，为客户提供专业、精准的微营销、策划和技术支持。我们提供新媒体运营、互动创意设计、微信H5小程序开发、VR/AR技术等全方位移动互联网领域营销服务。务实、创新是我们的服务理念，发展、共赢是我们的服务目标。
1.轻松和谐的工作氛围，良好的学习成长气氛，充实每一天，开 心工作每一天 2.公平的竞争机制，人性化弹性管理，让你自由无拘，处之自然。 3.每月都有活动，每年都有旅游，工作满一年，除法定节日外再送一周休息假期（公司提供一千元的旅游基金，想去哪里就去哪里，我们认为让你开阔眼界是我们的责任）。 4.一起跑步，坚持三个月就送NIKE 跑鞋。一起打球，一起看电影，一起K歌 5.工作满一年，13薪起，其它奖励另算。
应聘前，请大家看好公司地址，入职之后尽量家和公司之间地址不要超过1小时车程为好~ 路程太远了请不要考虑和投递了哈~"
ObjectId(5cc57ff10024d5f73abd9869),Huatek,西安,150-500人,"电子商务,移动互联网","华泰软件（Huatek）是华泰太平洋集团投资控股公司。华泰太平洋集团投资控股上海华泰软件工程和西安华讯科技。华泰软件创立于1993年，初期由中国惠普有限公司、上海浦东软件园和中国惠普第一任总经理刘季宁博士共同投资和创立的企业。目前在美国硅谷、上海、西安、深圳和台北等地设有研发中心和运营机构。



 华泰软件专注于利用移动互联、大数据和物联网等创新技术， 在企业互联网化，商务电子化，供应链优化，渠道整合和大数据分析等领域，为中国、北美、欧洲和亚洲的500强企业和创新者提供服务。



 华泰软件连续多年被国家发展改革委员会、工业和信息化部、商务部和国家税务总局、上海市人民政府、上海市软件协会评定为国家“规划布局内重点软件企业”、全国“外商投资双优企业“、”外商投资产品出口企业”、“高新技术认定企业”和“上海明星软件企业”等荣誉称号。



华泰定位：企业互联网生态体系解决方案提供商。

华泰使命：科技引领未来，服务助力创新。"
ObjectId(5cc57ff10acc36571deb2f25),新华保险,西安,2000人以上,金融,"新华人寿保险股份有限公司，简称“新华保险”，成立于1996年9月，总部位于北京市，是一家大型寿险企业。2011年，新华保险在香港联合交易所和上海证券交易所同步上市，A股代码为601336，H股代码为1336。新华保险2013年实现保险业务收入人民币1036.4亿元，公司总资产规模达到5658.49亿元，实现保费收入正增长，继续保持国内寿险行业三甲地位。2014年公司实现保险业务收入人民币1098.68亿元，公司总资产规模达到6437.09亿元，实现保费收入正增长，继续保持行业三甲地位，并在2014年首次入围福布斯世界500强企业。[1] 2016年8月，新华保险在""2016中国企业500强""中排名第102位。2016年新华保险斩获 “最佳技术保险公司奖”"
ObjectId(5cc57ff20024d5f73abd986a),博智营销,西安,15-50人,"移动互联网,广告营销","西安博智营销是一家提供移动互联网及数字媒体领域全服务的企业营销策划有限公司。公司在移动互联网领域的业务发展上不断壮大，已经与太奥广场、群贤道九号、东方米兰国际城、仁和地产及中国联通、陕西广电等众多知名客户多次合作。我们通过对策略、创意、移动技术开发和行业发展的深度洞察，为客户提供专业、精准的微营销、策划和技术支持。我们提供新媒体运营、互动创意设计、微信H5小程序开发、VR/AR技术等全方位移动互联网领域营销服务。务实、创新是我们的服务理念，发展、共赢是我们的服务目标。
1.轻松和谐的工作氛围，良好的学习成长气氛，充实每一天，开 心工作每一天 2.公平的竞争机制，人性化弹性管理，让你自由无拘，处之自然。 3.每月都有活动，每年都有旅游，工作满一年，除法定节日外再送一周休息假期（公司提供一千元的旅游基金，想去哪里就去哪里，我们认为让你开阔眼界是我们的责任）。 4.一起跑步，坚持三个月就送NIKE 跑鞋。一起打球，一起看电影，一起K歌 5.工作满一年，13薪起，其它奖励另算。
应聘前，请大家看好公司地址，入职之后尽量家和公司之间地址不要超过1小时车程为好~ 路程太远了请不要考虑和投递了哈~"
ObjectId(5cc57ff20acc36571deb2f26),舞梦依然摄影,西安,15-50人,文化娱乐,西安舞梦依然摄影工作室是一家专门提供内外景平面拍摄，包括婚纱摄影，个性写真的专业摄影工作室。拥有强大的摄影工作团队，是由有活力、时尚的年轻摄影师组成。专注于为您打造浪漫、温馨、时尚、个性、韩式、欧式、复古、新锐等风格的时尚大片，为你留下您美好记忆典藏！ 风格色调主要以清新，靓丽，温和等真实色调为主，倾力打造自然之美，为客户提供满意的服务。
ObjectId(5cc57ff30024d5f73abd986b),北京互联企信信息技术有限公司,西安,2000人以上,其他,"公司简介：法国Teleperformance作为全球第一CRM外包服务供应商，为了更进一步推动全球拓展策略，更好的服务于全球客户，现在北京设立了外包客服中心—Teleperformance China（北京互联企信信息技术有限公司）并首期成功建成可扩充坐席500个（后期可扩充至2000个）；依靠Teleperformance集团为强大的后盾，采用全球统一的服务标准和运营考核指标，Teleperformance China将继续竭力为我们的客户提供专业、系统的呼叫中心培训、呼出、呼入业务，致力于协助客户实现最大的商业价值。
Teleperformance成立于1978年，总部设在法国巴黎，并在欧洲上市（欧洲证券交易所股票代码：5180）目前的坐席数量位居世界第一（坐席数量超过46000个，员工总数超过60000人）；其业务遍及全球41个国家和地区；全球客户超过1000家，拥有268个客户联络中心并可提供51种语言及方言服务；每年客户联络超过10亿次。Teleperformance曾获得过邓白氏在6275个竞争对手中评选颁发的5A1级最高荣誉。领先的CRM呼叫中心经验；全球性的业务分布；灵活的解决方案和合作模式；合理的成本控制；统一的运营标准文化；良好的财务状况及资深的行业专家和管理团队是Teleperformance成功的基础。
28年来Teleperformance已深入全球电信、金融、保险、电子商务、媒体、IT、能源设施、交通旅游、制造、物流、制药等行业，并成功为大型跨国公司如：Sprint、France、Telecom、Verizon、AIG、Aegon、Microsoft、Dell、Motorola、Citigroup等提供以CRM为核心的服务体系，服务类型包括：客户挖掘、客户关怀、客户增值、技术支持、债务追讨和市场调研；其中90%的客户和我们有2--15年的合作基础。
Teleperformance在中国以外的41个国家和地区正在为很多跨国集团提供着服务；在此我们很真诚的希望与许多客户的合作在中国可以延续，并且借助中国强大的市场资源和Teleperformance集团丰富的运营经验，Teleperformance China将继续为在中国的全球客户提供专业的服务。
更多详情请浏览公司主页www.teleperformance.com"
ObjectId(5cc57ff30acc36571deb2f27),贝业思,西安,15-50人,"数据服务,移动互联网","贝业思大数据服务有限公司（贝业思）, 由一群来自美国和中国的经济学家，软件工程师和市场策划专员于2016年成立。目前研发总部设于西安。贝业思业务定位于大数据应用行业。我们用数据技术从巨量繁杂的大数据中发现重要数据特征，然后用计量经济模型来识别导致这些特征的因果关系，最终用识别的因果关系来帮助企业制定战略决策，帮助政府评估及制定公共政策。我们与现有数据分析最大的不同在于：a. 分析模型扎根于严谨的经济学理论；b. 分析过程使用贝叶斯定理(公司名称来源于此)；c. 区别于其他公司的分析结果主要停留在统计分析，我们的分析结果对企业和政府有明确指导意义。 团队成员是贝业思最核心的资产。目前团队里有中美资深经济学家(在国际顶尖期刊发表过论文)，著名广告公司市场策划专员，海归经济学博士，软件工程师。贝业思奉行的价格观为Think Big, Act Big----敢于梦想，不懈追求。我们充分尊重团队成员的意见。以目标为导向，给团队成员最大的自由发挥空间。"
ObjectId(5cc57ff50acc36571deb2f28),思尔生物,西安,50-150人,"医疗健康,数据服务","陕西思尔生物科技有限公司成立于2012年，是一家以医疗、保健为核心主体的高新技术企业，主要致力于可穿戴医疗设备、医药、电子产品的研发。
公司始终坚持“至尚服务、精确标准、传播理念、尊享健康”的研发原则，遵循“多元经营、策略联盟、集体智慧、共同发展”的战略方针，与周边多所重点大学、企业和科研机构建立紧密合作关系，为公司科研技术，综合发展提供强有力的保障。"
ObjectId(5cc57ff50024d5f73abd986c),贝业思,西安,15-50人,"数据服务,移动互联网","贝业思大数据服务有限公司（贝业思）, 由一群来自美国和中国的经济学家，软件工程师和市场策划专员于2016年成立。目前研发总部设于西安。贝业思业务定位于大数据应用行业。我们用数据技术从巨量繁杂的大数据中发现重要数据特征，然后用计量经济模型来识别导致这些特征的因果关系，最终用识别的因果关系来帮助企业制定战略决策，帮助政府评估及制定公共政策。我们与现有数据分析最大的不同在于：a. 分析模型扎根于严谨的经济学理论；b. 分析过程使用贝叶斯定理(公司名称来源于此)；c. 区别于其他公司的分析结果主要停留在统计分析，我们的分析结果对企业和政府有明确指导意义。 团队成员是贝业思最核心的资产。目前团队里有中美资深经济学家(在国际顶尖期刊发表过论文)，著名广告公司市场策划专员，海归经济学博士，软件工程师。贝业思奉行的价格观为Think Big, Act Big----敢于梦想，不懈追求。我们充分尊重团队成员的意见。以目标为导向，给团队成员最大的自由发挥空间。"
ObjectId(5cc57ff60acc36571deb2f29),魔之方科技,西安,15-50人,"移动互联网,教育",西安魔之方网络科技有限公司是一家专注于互联网技术研发的高新技术企业。我们追求用户极致体验，主营业务涉及：APP研发、小程序开发、 系统软件研发、各种商城定制开发、互联网课程营销、互联网营销策划、新媒体运营、行业内培训授课等。公司拥有专业完善的技术研发和运营团队，为客户提供新媒体平台搭建、运营和技术支持，帮助企业实现客户管理、用户消费、客户大数据和用户社交的信息一体化服务，同时公司也是腾讯QQ智慧校园的技术服务商，我们希望通过科技推动企业发展，通过网络改变商业模式，让我们一起助力中国传统行业起飞。
ObjectId(5cc57ff70acc36571deb2f2a),星垂智能,西安,15-50人,"移动互联网,人工智能","星垂智能 ZENO 是一家总部在西安的科技创业公司，由连续创业者们创立，创始人们曾在美国，阿联酋等地工作和创业。目前 ZENO 处于隐藏模式中，已经获得来自阿联酋，加拿大和新加坡的客户。公司位于西安，并在迪拜设有分公司。 公司提供完善的福利制度和行业内 Top 5% 的薪资。

我们期望新同事拥有良好的英文沟通能力，对新技术的敏锐性和对新鲜事物的好奇心。"
ObjectId(5cc57ff70acc36571deb2f2b),星璨互娱,西安,15-50人,"移动互联网,电子商务",陕西星璨互娱文化传播有限公司是一家做移动互联网营销的广告公司。主要包含Android和IOS线上营销、品牌推广及线下活动赛事执行等业务。
ObjectId(5cc57ff4336678165405b96b),西安芊仁邦电子科技有限公司,西安,50-150人,"快消,零售贸易","西安芊仁邦电子科技有限公司隶属于香港创新国际集团（INNOVAGE），香港创新国际集团是一家集采购、研发、设计、生产、销售为一体的“一站式服务”全球供应商，中国运营总部坐落于南京市，创新国际始创于1997年，在近21年的发展中，相继成立了中国绿色健康食品进口部门，通讯智能科技部门和日用百货部门等一体化产业链；2009年创新集团进驻香港市场，成立香港创新国际品牌运营中心，迈出了集团海外扩张的重要一步，公司提倡以人为本，将人才的培养放在第一位，为创新未来的持续发展提供了稳固的保障。香港创新国际集团凭借其在行业30多年的威望在全球100多个国家及地区设立了庞大营销分公司网络，并且和世界知名大型商业零售企业的合作，例如：WAL-MART、K-MART、GIFT、TARGET……形成了强大的集团采购优势，为消费者提供价廉物美的产品。公司以多年的采购，国际营销经验，国际化的视野和服务意识，致力于为中国的客户打造出具有先进国际理念和服务，拓展更多创新精神的专业营销管理公司。
公司主要销售产品包括：日用百货的零售及批发、电子通讯、商务礼品、进口食品、儿童玩具、办公用品等十几种类别，拥有近万种不同产品，产品流通量大，市场前景广阔。
香港创新国际目前已在全国四十多个城市成立了120多家分公司，70多家直营店，有北京卡酷、天津芊仁邦、杭州蓝帽子、武汉盛恩泰、成都盛思源、厦门蓝帽子传媒、西安芊仁邦、上海沁丰贸易，武汉朗雅实业有限公司……

我们坚持给客户提供更好的品质，更好的价格，更好的服务；给员工提供好的工作环境，广阔的发展空间为使命。为拓展西部市场的需求，急需储备人才，特向社会公开诚聘有志之士加盟(有无经验者均可)如果你有创业的激情，足够自信，不甘于平凡，我们可以为你提供发展的平台；只要你有足够的实力，随时欢迎你的加入！"
ObjectId(5cc57ff7bfab19893b4f1ad1),BOO!,西安,50-150人,"移动互联网,社交网络","我们是一群希望通过BOO改变世界的创业者！
 
【关于BOO】
BOO是我们从2016年开始打磨的一款社交产品，为全球下一代年轻人打造属于自己的社交平台，定义全球下一代年轻人的生活方式。目前BOO已经在欧美地区有超过两百万的青少年用户，随着产品功能的逐渐完善，及全球化的市场运营，这个数字每天都在扩大。
越来越多的年轻人可以通过BOO交到朋友、与朋友保持联系，并分享自己成长中的喜怒哀乐，更重要的是用户认同BOO中倡导的正向价值观，通过BOO的影响力，更多的全球用户愿意和我们一起让这个世界变得更美好！
 
【关于逆袭】
我们是一支渴望“逆袭”的创业团队，团队成员中很少有“明星公司”的背景，很少有辉煌令人咂舌的经历，大多数的团队成员只是心怀梦想的普通人，却在梦想的驱使下创造着一个又一个的奇迹。
l  2016年5月，BOO上线，快速上榜二十余个国家摄影与摄像榜单
l  2016年11月，用户数量突破百万，成功上榜多个海外国家App Store 、Google Play社交分类榜
l  2017年7月，获得一线投资机构千万美金A轮融资
l  2018年2月15日，狗年除夕夜，BOO在未做任何运营推广的情况下进入美国App Store社交分类第6名
l  未来，我们的目标是打造全球最好的社交公司，连接和赋能全球下一代年轻人，让世界变得更美好
 
【关于创业生活】
我们实行弹性工作制，在这里，工作时间是由到的最早的思思和走的最晚的海哥决定的
在这里，只要能释放出能量，展现光彩
你会发现，你每天都过得高效充实。
 
我们拼命工作，放肆玩耍，
在这里，我们一起健身，一起high，一起挑战最极限，最炫酷的娱乐方式，
过山车、漂流、滑翔伞，狼人杀，只要你敢想，我们就敢做，
你会发现，除了工作，我们还有更多样的方式找到不一样的自己。
 
我们坚持全员持股，提倡团队扁平化，采取小团队工作制，
在这里，人人都可以大胆说出自己的想法，即使它听起来荒诞不经，天马行空，
你会发现，所有想法在这里都会被尊重，
所有的职级在创意面前都不值一提！
 
加入逆袭，加入Boo Family，
我们挑战最酷炫的产品，我们追求最快速度的财务自由
我们不仅要经营公司，还要一起改变世界！
Join us! Win big or go home!"
