_id,company_name,company_city,company_scale,company_business,company_introduce
ObjectId(5cc57ff859547f5d5d36c356),蒜泥科技,西安,150-500人,"移动互联网,硬件","蒜泥科技拥有有一支来自国内外一流学府的精英团队，汇聚技术、产品、运营、商务、销售、市场等尖端人才。总部位于凤城十路99号，3000平米的办公场所绝对是你见过的最极客最开放的办公环境。
 
目前，蒜泥科技已由单个公司发展为蒜泥事业群，业务涉及科技、文化、教育等领域。
 
蒜泥电子科技，以自主研发的人体三维扫描仪为主要采集设备，旨在打造基于人工智能与三维技术的人体大数据分析平台。
 
MakerBeta，是盛产脑洞和黑科技的短视频内容盛产者，你可以在腾讯视频、今日头条、A站、B站的MakerBeta频道看到我们的脑洞发明。
 
蒜泥制造，致力于成为最牛叉的模型设计与加工制造服务中心，公司引进多台工业级3D打印机、德国高精度扫描仪，为客户提供从概念到原型的一站式3D打印服务。
 
蒜泥创客信息，专注于创客STEAM机器人教育的高科技教育企业，目前有5个校区和1个体验店，营业面积达3000余平米。
 
蒜泥互动，直播牛人锻造平台，开发奇葩脑洞的视频创意空间。公司打造百万级直播红人，发力主播经纪，同期输出高品质大制作的网络直播综艺节目。
 
改变从这里开始，蒜泥与您携手应变。"
ObjectId(5cc57ff80acc36571deb2f2c),魔之方科技,西安,15-50人,"移动互联网,教育",西安魔之方网络科技有限公司是一家专注于互联网技术研发的高新技术企业。我们追求用户极致体验，主营业务涉及：APP研发、小程序开发、 系统软件研发、各种商城定制开发、互联网课程营销、互联网营销策划、新媒体运营、行业内培训授课等。公司拥有专业完善的技术研发和运营团队，为客户提供新媒体平台搭建、运营和技术支持，帮助企业实现客户管理、用户消费、客户大数据和用户社交的信息一体化服务，同时公司也是腾讯QQ智慧校园的技术服务商，我们希望通过科技推动企业发展，通过网络改变商业模式，让我们一起助力中国传统行业起飞。
ObjectId(5cc57ff859547f5d5d36c357),鼎迅科技,西安,15-50人,移动互联网 广告营销,"西安鼎迅网络信息科技有限公司（简称鼎迅科技）是一家主营移动互联网大数据精准营销、电信运营商短信增值服务的专业移动商务营销公司！

公司一直致力于为各个企事业单位、商业机构、营销团体，提供全媒体网络大数据精准营销的技术支持与服务！同时鼎迅科技公司也是中国移动、中国联通、中国电信的友好合作伙伴，在全国范围内向广大企业、商家提供短信平台业务。鼎迅科技拥有雄厚的全媒体资源及网络大数据信息资源的技术支持和强大的信息处理短信平台，系统稳定，技术强大，价格低廉，可为各企业和商家提供大数据营销服务，同时以优越的条件诚招各级代理运营商。"
ObjectId(5cc57ff9bfab19893b4f1ad2),BOO!,西安,50-150人,"移动互联网,社交网络","我们是一群希望通过BOO改变世界的创业者！
 
【关于BOO】
BOO是我们从2016年开始打磨的一款社交产品，为全球下一代年轻人打造属于自己的社交平台，定义全球下一代年轻人的生活方式。目前BOO已经在欧美地区有超过两百万的青少年用户，随着产品功能的逐渐完善，及全球化的市场运营，这个数字每天都在扩大。
越来越多的年轻人可以通过BOO交到朋友、与朋友保持联系，并分享自己成长中的喜怒哀乐，更重要的是用户认同BOO中倡导的正向价值观，通过BOO的影响力，更多的全球用户愿意和我们一起让这个世界变得更美好！
 
【关于逆袭】
我们是一支渴望“逆袭”的创业团队，团队成员中很少有“明星公司”的背景，很少有辉煌令人咂舌的经历，大多数的团队成员只是心怀梦想的普通人，却在梦想的驱使下创造着一个又一个的奇迹。
l  2016年5月，BOO上线，快速上榜二十余个国家摄影与摄像榜单
l  2016年11月，用户数量突破百万，成功上榜多个海外国家App Store 、Google Play社交分类榜
l  2017年7月，获得一线投资机构千万美金A轮融资
l  2018年2月15日，狗年除夕夜，BOO在未做任何运营推广的情况下进入美国App Store社交分类第6名
l  未来，我们的目标是打造全球最好的社交公司，连接和赋能全球下一代年轻人，让世界变得更美好
 
【关于创业生活】
我们实行弹性工作制，在这里，工作时间是由到的最早的思思和走的最晚的海哥决定的
在这里，只要能释放出能量，展现光彩
你会发现，你每天都过得高效充实。
 
我们拼命工作，放肆玩耍，
在这里，我们一起健身，一起high，一起挑战最极限，最炫酷的娱乐方式，
过山车、漂流、滑翔伞，狼人杀，只要你敢想，我们就敢做，
你会发现，除了工作，我们还有更多样的方式找到不一样的自己。
 
我们坚持全员持股，提倡团队扁平化，采取小团队工作制，
在这里，人人都可以大胆说出自己的想法，即使它听起来荒诞不经，天马行空，
你会发现，所有想法在这里都会被尊重，
所有的职级在创意面前都不值一提！
 
加入逆袭，加入Boo Family，
我们挑战最酷炫的产品，我们追求最快速度的财务自由
我们不仅要经营公司，还要一起改变世界！
Join us! Win big or go home!"
ObjectId(5cc57ff959547f5d5d36c358),纽扣软件,西安,15-50人,移动互联网,"西安纽扣软件科技有限公司于2015年1月30日成立于西安高新区，一直放眼海外，致力于研发出优秀的用户需要的好产品，是一个把产品做到极致的团队。现员工近50人，团队中坚力量均来自于著名外企，团队成员也多来自于北、上、广、沪、深，鄂等互联网发展迅速的城市。目前在移动开发及海外运营方面积累了丰富的经验。
    早在Apple发布iPhone第一代以及iOS SDK 1.0时（2008年）创始人便紧跟互联网步伐投身于App研发，第一款高效待办语音提醒产品一经上架就被App Store中国区推荐，截止目前旗下产品主要分为图像线产品和游戏线产品两个矩阵。
    公司成立至今，图像类产品深扎海外市场得到了诸多海外用户的认可，Mixoo、PicSee、Piczoo、Kaka Camera上线之后先后被App Store多区首页推荐，目前海外用户超7000+万、日活跃用户超600万+。
    三年成长，公司在实现自负盈亏的同时，又努力拓展研发领域，在以图像类产品为先导积累了大量用户群后，公司开始研发休闲益智类游戏产品，Voxel和Bixel两款游戏上线后便受到了用户喜爱。
    在未来，纽扣团队将继续钻心做好而精的App，深钻海内外市场，深入本地化研究；以图像线产品为依托发展丰富图像线矩阵，凝聚用户提升用户价值和产品品质；同时也将大力推进游戏线产品研发，迈出公司生态链的一大步。"
ObjectId(5cc57ffabfab19893b4f1ad3),Huatek,西安,150-500人,"电子商务,移动互联网","华泰软件（Huatek）是华泰太平洋集团投资控股公司。华泰太平洋集团投资控股上海华泰软件工程和西安华讯科技。华泰软件创立于1993年，初期由中国惠普有限公司、上海浦东软件园和中国惠普第一任总经理刘季宁博士共同投资和创立的企业。目前在美国硅谷、上海、西安、深圳和台北等地设有研发中心和运营机构。



 华泰软件专注于利用移动互联、大数据和物联网等创新技术， 在企业互联网化，商务电子化，供应链优化，渠道整合和大数据分析等领域，为中国、北美、欧洲和亚洲的500强企业和创新者提供服务。



 华泰软件连续多年被国家发展改革委员会、工业和信息化部、商务部和国家税务总局、上海市人民政府、上海市软件协会评定为国家“规划布局内重点软件企业”、全国“外商投资双优企业“、”外商投资产品出口企业”、“高新技术认定企业”和“上海明星软件企业”等荣誉称号。



华泰定位：企业互联网生态体系解决方案提供商。

华泰使命：科技引领未来，服务助力创新。"
ObjectId(5cc57ffabfab19893b4f1ad4),中国平安综合金融,西安,2000人以上,金融,500强企业，大平台
ObjectId(5cc57ffa59547f5d5d36c359),BOO!,西安,50-150人,"移动互联网,社交网络","我们是一群希望通过BOO改变世界的创业者！
 
【关于BOO】
BOO是我们从2016年开始打磨的一款社交产品，为全球下一代年轻人打造属于自己的社交平台，定义全球下一代年轻人的生活方式。目前BOO已经在欧美地区有超过两百万的青少年用户，随着产品功能的逐渐完善，及全球化的市场运营，这个数字每天都在扩大。
越来越多的年轻人可以通过BOO交到朋友、与朋友保持联系，并分享自己成长中的喜怒哀乐，更重要的是用户认同BOO中倡导的正向价值观，通过BOO的影响力，更多的全球用户愿意和我们一起让这个世界变得更美好！
 
【关于逆袭】
我们是一支渴望“逆袭”的创业团队，团队成员中很少有“明星公司”的背景，很少有辉煌令人咂舌的经历，大多数的团队成员只是心怀梦想的普通人，却在梦想的驱使下创造着一个又一个的奇迹。
l  2016年5月，BOO上线，快速上榜二十余个国家摄影与摄像榜单
l  2016年11月，用户数量突破百万，成功上榜多个海外国家App Store 、Google Play社交分类榜
l  2017年7月，获得一线投资机构千万美金A轮融资
l  2018年2月15日，狗年除夕夜，BOO在未做任何运营推广的情况下进入美国App Store社交分类第6名
l  未来，我们的目标是打造全球最好的社交公司，连接和赋能全球下一代年轻人，让世界变得更美好
 
【关于创业生活】
我们实行弹性工作制，在这里，工作时间是由到的最早的思思和走的最晚的海哥决定的
在这里，只要能释放出能量，展现光彩
你会发现，你每天都过得高效充实。
 
我们拼命工作，放肆玩耍，
在这里，我们一起健身，一起high，一起挑战最极限，最炫酷的娱乐方式，
过山车、漂流、滑翔伞，狼人杀，只要你敢想，我们就敢做，
你会发现，除了工作，我们还有更多样的方式找到不一样的自己。
 
我们坚持全员持股，提倡团队扁平化，采取小团队工作制，
在这里，人人都可以大胆说出自己的想法，即使它听起来荒诞不经，天马行空，
你会发现，所有想法在这里都会被尊重，
所有的职级在创意面前都不值一提！
 
加入逆袭，加入Boo Family，
我们挑战最酷炫的产品，我们追求最快速度的财务自由
我们不仅要经营公司，还要一起改变世界！
Join us! Win big or go home!"
ObjectId(5cc57ffb59547f5d5d36c35a),鼎迅科技,西安,15-50人,移动互联网 广告营销,"西安鼎迅网络信息科技有限公司（简称鼎迅科技）是一家主营移动互联网大数据精准营销、电信运营商短信增值服务的专业移动商务营销公司！

公司一直致力于为各个企事业单位、商业机构、营销团体，提供全媒体网络大数据精准营销的技术支持与服务！同时鼎迅科技公司也是中国移动、中国联通、中国电信的友好合作伙伴，在全国范围内向广大企业、商家提供短信平台业务。鼎迅科技拥有雄厚的全媒体资源及网络大数据信息资源的技术支持和强大的信息处理短信平台，系统稳定，技术强大，价格低廉，可为各企业和商家提供大数据营销服务，同时以优越的条件诚招各级代理运营商。"
ObjectId(5cc57ffb0acc36571deb2f2d),Huatek,西安,150-500人,"电子商务,移动互联网","华泰软件（Huatek）是华泰太平洋集团投资控股公司。华泰太平洋集团投资控股上海华泰软件工程和西安华讯科技。华泰软件创立于1993年，初期由中国惠普有限公司、上海浦东软件园和中国惠普第一任总经理刘季宁博士共同投资和创立的企业。目前在美国硅谷、上海、西安、深圳和台北等地设有研发中心和运营机构。



 华泰软件专注于利用移动互联、大数据和物联网等创新技术， 在企业互联网化，商务电子化，供应链优化，渠道整合和大数据分析等领域，为中国、北美、欧洲和亚洲的500强企业和创新者提供服务。



 华泰软件连续多年被国家发展改革委员会、工业和信息化部、商务部和国家税务总局、上海市人民政府、上海市软件协会评定为国家“规划布局内重点软件企业”、全国“外商投资双优企业“、”外商投资产品出口企业”、“高新技术认定企业”和“上海明星软件企业”等荣誉称号。



华泰定位：企业互联网生态体系解决方案提供商。

华泰使命：科技引领未来，服务助力创新。"
ObjectId(5cc57ffc59547f5d5d36c35b),纽扣软件,西安,15-50人,移动互联网,"西安纽扣软件科技有限公司于2015年1月30日成立于西安高新区，一直放眼海外，致力于研发出优秀的用户需要的好产品，是一个把产品做到极致的团队。现员工近50人，团队中坚力量均来自于著名外企，团队成员也多来自于北、上、广、沪、深，鄂等互联网发展迅速的城市。目前在移动开发及海外运营方面积累了丰富的经验。
    早在Apple发布iPhone第一代以及iOS SDK 1.0时（2008年）创始人便紧跟互联网步伐投身于App研发，第一款高效待办语音提醒产品一经上架就被App Store中国区推荐，截止目前旗下产品主要分为图像线产品和游戏线产品两个矩阵。
    公司成立至今，图像类产品深扎海外市场得到了诸多海外用户的认可，Mixoo、PicSee、Piczoo、Kaka Camera上线之后先后被App Store多区首页推荐，目前海外用户超7000+万、日活跃用户超600万+。
    三年成长，公司在实现自负盈亏的同时，又努力拓展研发领域，在以图像类产品为先导积累了大量用户群后，公司开始研发休闲益智类游戏产品，Voxel和Bixel两款游戏上线后便受到了用户喜爱。
    在未来，纽扣团队将继续钻心做好而精的App，深钻海内外市场，深入本地化研究；以图像线产品为依托发展丰富图像线矩阵，凝聚用户提升用户价值和产品品质；同时也将大力推进游戏线产品研发，迈出公司生态链的一大步。"
ObjectId(5cc57ffe59547f5d5d36c35c),宇信融汇,西安,50-150人,"电子商务,生活服务","西安融联网络科技有限公司（简称：融联网络），位于西安高新区科技四路209号三毅大厦东五层，公司成立于2011年1月。西安融联网络科技有限公司是一家专业从事互联网+行业金融科技服务的高新技术企业，是西安市和陕西省电子商务示范企业、陕西省互联网行业最具影响力品牌企业、陕西省十大电商品牌企业。
融联网络利用自己掌握的金融科技为银行服务，为银行聚集行业和商圈客户，为银行获客活客，帮助银行得到资金沉淀。融联网络是银行的伙伴。融联网络在线运营服务的行业有：社保、医院、教育（包括幼教）、交通、旅游、商圈、社区服务、水电气通讯等公共事业、党/工/团管理服务、公益及宗教服务等。
融联网络旗下核心产品“亿生活”电子商务平台，集益民服务平台、融联快付平台、资金清算平台和跨境直购平台等四大功能于一体，为用户提供全程、全网电子商务平台运营服务。
融联网络与人民银行、中国银联、建设银行、农业银行、中国银行、昆仑银行、廊坊银行、西安港务区等单位有着紧密的合作，拥有众多行业金融科技服务的成功案例。"
ObjectId(5cc57ffe59547f5d5d36c35d),知韬科技,西安,少于15人,"移动互联网,社交网络",西安知者得韬网络科技有限公司成立于 2017 年，目前正在紧锣密鼓开发面向行业内垂直 LBS 社交产品。我们是一个专业、热情的创业团队，希望您也同样专注、追求极致。我们始终认为有效率的工作最重要，因此我们坚持朝九晚五、周末双休。我们的公司在西安国际港务区，这地方偏了？没问题，早晚班车接送绝对让您省心省力。
ObjectId(5cc57fff0acc36571deb2f2e),纽扣软件,西安,15-50人,移动互联网,"西安纽扣软件科技有限公司于2015年1月30日成立于西安高新区，一直放眼海外，致力于研发出优秀的用户需要的好产品，是一个把产品做到极致的团队。现员工近50人，团队中坚力量均来自于著名外企，团队成员也多来自于北、上、广、沪、深，鄂等互联网发展迅速的城市。目前在移动开发及海外运营方面积累了丰富的经验。
    早在Apple发布iPhone第一代以及iOS SDK 1.0时（2008年）创始人便紧跟互联网步伐投身于App研发，第一款高效待办语音提醒产品一经上架就被App Store中国区推荐，截止目前旗下产品主要分为图像线产品和游戏线产品两个矩阵。
    公司成立至今，图像类产品深扎海外市场得到了诸多海外用户的认可，Mixoo、PicSee、Piczoo、Kaka Camera上线之后先后被App Store多区首页推荐，目前海外用户超7000+万、日活跃用户超600万+。
    三年成长，公司在实现自负盈亏的同时，又努力拓展研发领域，在以图像类产品为先导积累了大量用户群后，公司开始研发休闲益智类游戏产品，Voxel和Bixel两款游戏上线后便受到了用户喜爱。
    在未来，纽扣团队将继续钻心做好而精的App，深钻海内外市场，深入本地化研究；以图像线产品为依托发展丰富图像线矩阵，凝聚用户提升用户价值和产品品质；同时也将大力推进游戏线产品研发，迈出公司生态链的一大步。"
ObjectId(5cc580000acc36571deb2f2f),博智营销,西安,15-50人,"移动互联网,广告营销","西安博智营销是一家提供移动互联网及数字媒体领域全服务的企业营销策划有限公司。公司在移动互联网领域的业务发展上不断壮大，已经与太奥广场、群贤道九号、东方米兰国际城、仁和地产及中国联通、陕西广电等众多知名客户多次合作。我们通过对策略、创意、移动技术开发和行业发展的深度洞察，为客户提供专业、精准的微营销、策划和技术支持。我们提供新媒体运营、互动创意设计、微信H5小程序开发、VR/AR技术等全方位移动互联网领域营销服务。务实、创新是我们的服务理念，发展、共赢是我们的服务目标。
1.轻松和谐的工作氛围，良好的学习成长气氛，充实每一天，开 心工作每一天 2.公平的竞争机制，人性化弹性管理，让你自由无拘，处之自然。 3.每月都有活动，每年都有旅游，工作满一年，除法定节日外再送一周休息假期（公司提供一千元的旅游基金，想去哪里就去哪里，我们认为让你开阔眼界是我们的责任）。 4.一起跑步，坚持三个月就送NIKE 跑鞋。一起打球，一起看电影，一起K歌 5.工作满一年，13薪起，其它奖励另算。
应聘前，请大家看好公司地址，入职之后尽量家和公司之间地址不要超过1小时车程为好~ 路程太远了请不要考虑和投递了哈~"
ObjectId(5cc580010acc36571deb2f30),风火轮,西安,50-150人,"电子商务,移动互联网",西安风火轮电子商务有限公司是专注于为餐饮行业提供B2B互联网服务的初创公司，旨在利用互联网工具改造、升级和创新传统餐饮汗液参与者的经营及管理模式，借助互联网和大数据应用来提升行业盈利能力和经营管理水平。“柴伙邦”—— 风火轮自主开发的、为餐饮行业提供互联网服务的平台和工具。包括B2B第三方交易平台、人力资源平台、餐饮SaaS服务、供应链金融模块。
ObjectId(5cc580020acc36571deb2f31),鼎迅科技,西安,15-50人,移动互联网 广告营销,"西安鼎迅网络信息科技有限公司（简称鼎迅科技）是一家主营移动互联网大数据精准营销、电信运营商短信增值服务的专业移动商务营销公司！

公司一直致力于为各个企事业单位、商业机构、营销团体，提供全媒体网络大数据精准营销的技术支持与服务！同时鼎迅科技公司也是中国移动、中国联通、中国电信的友好合作伙伴，在全国范围内向广大企业、商家提供短信平台业务。鼎迅科技拥有雄厚的全媒体资源及网络大数据信息资源的技术支持和强大的信息处理短信平台，系统稳定，技术强大，价格低廉，可为各企业和商家提供大数据营销服务，同时以优越的条件诚招各级代理运营商。"
ObjectId(5cc58002277ec27d2a8184a4),八宝数字,西安,15-50人,"移动互联网,广告营销","痛恨打卡，痛恨无聊，痛恨画饼
一群热血的年轻人，组建了一个默契活儿好的团队
本着不改变世界但改变眼界的初心，做了一些有趣又有料的事情

有人说广告行业就是戴着镣铐起舞，可我们相信，只要你肯用心，镣铐也无法阻碍精彩发生
这群人信奉创意、信奉创意者、信奉创造、信奉创造者
他们是创意的疯子，脑洞的主人，也是专业的执行，客户的朋友

他们把所有关于创意的工作总结为优质内容的输出，无论是一次活动、一次推广、一次策略还是一篇文案，都是自己的作品，自己的孩子。


成立期间不乏客户爸爸的频频夸赞，也不乏一些你一定听过的案例和推广
但那一切都不重要
骄傲只在昨天
八宝有了你，明天才有无限可能


【加入我们，你将会在这里收获】
一群很酷的同事
两只傻萌傻萌的坏猫
几位目前还在单身的单身女青年
也许是西安本地最好的创意指导和审美提升
让你不跌面儿的薪资
你自己都没想到的福利
入职第一天的一份葫芦鸡
成就感"
ObjectId(5cc58003277ec27d2a8184a5),西安多麦电商,西安,50-150人,电子商务,"西安多麦软件科技有限公司简称多麦电商，成立于2015年，公司注册资金1000万，专注于淘宝、天猫及全网品牌的代运营以及营销推广的第三方服务商公司，致力于提供无线SEO自然搜索、无线店铺运营、直通车推广、钻展推广、视觉设计、电商培训等服务，为淘宝卖家保驾护航。
多麦电商作为全国首批研发无线运营的服务商。公司致力于提供无线SEO自然搜索、无线店铺运营、直通车优化、钻展优化等服务，依托专业的数据分析和5年运营经验的精英团队，专注于企业品牌与电子商务运营相结合的整体战略服务，竭力为客户提供具备真正有价值的电子商务外包整体解决方案。为品牌企业从传统的运营方式建立电子商务的营销模式，推广企业品牌，提高品牌知名度，提升品牌价值。企业愿景是将多麦打造成为西北最有价值的电商服务品牌！
多麦电商本着一切让电商更简单的宗旨，专心、专注、专业为客户服务的理念，以客户的认可和长期合作为荣誉。"
ObjectId(5cc58003b39bcf3c3ca7c044),BOO!,西安,50-150人,"移动互联网,社交网络","我们是一群希望通过BOO改变世界的创业者！
 
【关于BOO】
BOO是我们从2016年开始打磨的一款社交产品，为全球下一代年轻人打造属于自己的社交平台，定义全球下一代年轻人的生活方式。目前BOO已经在欧美地区有超过两百万的青少年用户，随着产品功能的逐渐完善，及全球化的市场运营，这个数字每天都在扩大。
越来越多的年轻人可以通过BOO交到朋友、与朋友保持联系，并分享自己成长中的喜怒哀乐，更重要的是用户认同BOO中倡导的正向价值观，通过BOO的影响力，更多的全球用户愿意和我们一起让这个世界变得更美好！
 
【关于逆袭】
我们是一支渴望“逆袭”的创业团队，团队成员中很少有“明星公司”的背景，很少有辉煌令人咂舌的经历，大多数的团队成员只是心怀梦想的普通人，却在梦想的驱使下创造着一个又一个的奇迹。
l  2016年5月，BOO上线，快速上榜二十余个国家摄影与摄像榜单
l  2016年11月，用户数量突破百万，成功上榜多个海外国家App Store 、Google Play社交分类榜
l  2017年7月，获得一线投资机构千万美金A轮融资
l  2018年2月15日，狗年除夕夜，BOO在未做任何运营推广的情况下进入美国App Store社交分类第6名
l  未来，我们的目标是打造全球最好的社交公司，连接和赋能全球下一代年轻人，让世界变得更美好
 
【关于创业生活】
我们实行弹性工作制，在这里，工作时间是由到的最早的思思和走的最晚的海哥决定的
在这里，只要能释放出能量，展现光彩
你会发现，你每天都过得高效充实。
 
我们拼命工作，放肆玩耍，
在这里，我们一起健身，一起high，一起挑战最极限，最炫酷的娱乐方式，
过山车、漂流、滑翔伞，狼人杀，只要你敢想，我们就敢做，
你会发现，除了工作，我们还有更多样的方式找到不一样的自己。
 
我们坚持全员持股，提倡团队扁平化，采取小团队工作制，
在这里，人人都可以大胆说出自己的想法，即使它听起来荒诞不经，天马行空，
你会发现，所有想法在这里都会被尊重，
所有的职级在创意面前都不值一提！
 
加入逆袭，加入Boo Family，
我们挑战最酷炫的产品，我们追求最快速度的财务自由
我们不仅要经营公司，还要一起改变世界！
Join us! Win big or go home!"
ObjectId(5cc58004277ec27d2a8184a6),宇信融汇,西安,50-150人,"电子商务,生活服务","西安融联网络科技有限公司（简称：融联网络），位于西安高新区科技四路209号三毅大厦东五层，公司成立于2011年1月。西安融联网络科技有限公司是一家专业从事互联网+行业金融科技服务的高新技术企业，是西安市和陕西省电子商务示范企业、陕西省互联网行业最具影响力品牌企业、陕西省十大电商品牌企业。
融联网络利用自己掌握的金融科技为银行服务，为银行聚集行业和商圈客户，为银行获客活客，帮助银行得到资金沉淀。融联网络是银行的伙伴。融联网络在线运营服务的行业有：社保、医院、教育（包括幼教）、交通、旅游、商圈、社区服务、水电气通讯等公共事业、党/工/团管理服务、公益及宗教服务等。
融联网络旗下核心产品“亿生活”电子商务平台，集益民服务平台、融联快付平台、资金清算平台和跨境直购平台等四大功能于一体，为用户提供全程、全网电子商务平台运营服务。
融联网络与人民银行、中国银联、建设银行、农业银行、中国银行、昆仑银行、廊坊银行、西安港务区等单位有着紧密的合作，拥有众多行业金融科技服务的成功案例。"
ObjectId(5cc58005b39bcf3c3ca7c045),贝业思,西安,15-50人,"数据服务,移动互联网","贝业思大数据服务有限公司（贝业思）, 由一群来自美国和中国的经济学家，软件工程师和市场策划专员于2016年成立。目前研发总部设于西安。贝业思业务定位于大数据应用行业。我们用数据技术从巨量繁杂的大数据中发现重要数据特征，然后用计量经济模型来识别导致这些特征的因果关系，最终用识别的因果关系来帮助企业制定战略决策，帮助政府评估及制定公共政策。我们与现有数据分析最大的不同在于：a. 分析模型扎根于严谨的经济学理论；b. 分析过程使用贝叶斯定理(公司名称来源于此)；c. 区别于其他公司的分析结果主要停留在统计分析，我们的分析结果对企业和政府有明确指导意义。 团队成员是贝业思最核心的资产。目前团队里有中美资深经济学家(在国际顶尖期刊发表过论文)，著名广告公司市场策划专员，海归经济学博士，软件工程师。贝业思奉行的价格观为Think Big, Act Big----敢于梦想，不懈追求。我们充分尊重团队成员的意见。以目标为导向，给团队成员最大的自由发挥空间。"
ObjectId(5cc58006277ec27d2a8184a7),中企动力,西安,2000人以上,"移动互联网,电子商务",中企动力科技股份有限公司成立于1999年，是香港联合交易所上市公司中国数码信息有限公司旗下的一家大型股份制高新技术企业集团。自成立以来，中企动力科技股份有限公司始终致力于为中国的成长型企业提供信息化服务，在国内开创了以运营模式实现企业信息化的先河。 基于对成长型企业的特点和其信息化需求的深刻理解，中企动力科技股份有限公司的“信息化运营”模式已成功为30余万家企业提供了全方位，多层面的信息化解决方案。 伴随着中国经济的蓬勃向前和企业信息化的推进，中企动力科技股份有限公司的发展极为迅速，现已在全国设立了80余家直属分支机构，员工总数逾8000人，拥有研发及运营工程师1200余人，成为规模庞大、实力雄厚的信息化运营商。 国际权威机构IDC报告显示，中企动力科技股份有限公司已连续六年获得中国IT外包服务市场本土企业第一名，与国际IT服务巨头IBM、HP共居中国IT外包服务市场前三位，并于2007年位列IT外包服务市场榜首，谱写了中国本土品牌奋斗、超越的精彩篇章。
ObjectId(5cc58007b39bcf3c3ca7c046),宇信融汇,西安,50-150人,"电子商务,生活服务","西安融联网络科技有限公司（简称：融联网络），位于西安高新区科技四路209号三毅大厦东五层，公司成立于2011年1月。西安融联网络科技有限公司是一家专业从事互联网+行业金融科技服务的高新技术企业，是西安市和陕西省电子商务示范企业、陕西省互联网行业最具影响力品牌企业、陕西省十大电商品牌企业。
融联网络利用自己掌握的金融科技为银行服务，为银行聚集行业和商圈客户，为银行获客活客，帮助银行得到资金沉淀。融联网络是银行的伙伴。融联网络在线运营服务的行业有：社保、医院、教育（包括幼教）、交通、旅游、商圈、社区服务、水电气通讯等公共事业、党/工/团管理服务、公益及宗教服务等。
融联网络旗下核心产品“亿生活”电子商务平台，集益民服务平台、融联快付平台、资金清算平台和跨境直购平台等四大功能于一体，为用户提供全程、全网电子商务平台运营服务。
融联网络与人民银行、中国银联、建设银行、农业银行、中国银行、昆仑银行、廊坊银行、西安港务区等单位有着紧密的合作，拥有众多行业金融科技服务的成功案例。"
